journal_id,journal
4382,The Journal of craniofacial surgery
4383,The Journal of dairy research
4384,The Journal of dermatological treatment
4385,The Journal of dermatology
4386,The Journal of emergency medicine
4387,The Journal of endocrinology
4388,The Journal of eukaryotic microbiology
4389,The Journal of experimental biology
4390,The Journal of experimental medicine
4391,The Journal of family practice
4392,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons
4393,The Journal of frailty & aging
4394,The Journal of general and applied microbiology
4395,The Journal of general physiology
4396,The Journal of general psychology
4397,The Journal of general virology
4398,The Journal of genetic psychology
4399,The Journal of hand surgery
4400,"The Journal of hand surgery, European volume"
4401,The Journal of head trauma rehabilitation
4402,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation
4403,The Journal of heart valve disease
4404,The Journal of heredity
4405,The Journal of hospital infection
4406,The Journal of infection
4407,The Journal of infectious diseases
4408,The Journal of international medical research
4409,The Journal of invasive cardiology
4410,The Journal of investigative dermatology
4411,The Journal of laryngology and otology
4412,"The Journal of law, medicine & ethics : a journal of the American Society of Law, Medicine & Ethics"
4413,The Journal of legal medicine
4414,The Journal of manual & manipulative therapy
4415,The Journal of medical humanities
4416,The Journal of medicine and philosophy
4417,The Journal of membrane biology
4418,The Journal of molecular diagnostics : JMD
4419,The Journal of nervous and mental disease
4420,The Journal of neuropsychiatry and clinical neurosciences
4421,The Journal of neuroscience : the official journal of the Society for Neuroscience
4422,The Journal of neuroscience nursing : journal of the American Association of Neuroscience Nurses
4423,The Journal of nursing administration
4424,The Journal of nursing education
4425,The Journal of nutrition
4426,The Journal of nutritional biochemistry
4427,The Journal of oral implantology
4428,The Journal of organic chemistry
4429,The Journal of orthopaedic and sports physical therapy
4430,The Journal of parasitology
4431,The Journal of pathology
4432,The Journal of pediatrics
4433,The Journal of perinatal & neonatal nursing
4434,The Journal of pharmacology and experimental therapeutics
4435,The Journal of pharmacy and pharmacology
4436,The Journal of physiology
4437,The Journal of prosthetic dentistry
4438,The Journal of psychology
4439,The Journal of reproduction and development
4440,The Journal of rheumatology
4441,The Journal of rheumatology. Supplement
4442,The Journal of rural health : official journal of the American Rural Health Association and the National Rural Health Care Association
4443,The Journal of school health
4444,The Journal of school nursing : the official publication of the National Association of School Nurses
4445,The Journal of small animal practice
4446,The Journal of social psychology
4447,The Journal of sports medicine and physical fitness
4448,The Journal of steroid biochemistry and molecular biology
4449,The Journal of surgical research
4450,The Journal of the Acoustical Society of America
4451,The Journal of the American Academy of Orthopaedic Surgeons
4452,The Journal of the American Osteopathic Association
4453,The Journal of the Association of Nurses in AIDS Care : JANAC
4454,The Journal of the Association of Physicians of India
4455,The Journal of thoracic and cardiovascular surgery
4456,The Journal of toxicological sciences
4457,The Journal of urology
4458,The Journal of veterinary medical science
4459,The Kaohsiung journal of medical sciences
4460,The Keio journal of medicine
4461,The Knee
4462,The Korean journal of internal medicine
4463,The Korean journal of parasitology
4464,The Lancet. Child & adolescent health
4465,The Lancet. Global health
4466,The Lancet. Haematology
4467,The Lancet. Infectious diseases
4468,The Lancet. Neurology
4469,The Lancet. Oncology
4470,The Lancet. Public health
4471,The Lancet. Respiratory medicine
4472,The Laryngoscope
4473,The Libyan journal of medicine
4474,The Malaysian journal of pathology
4475,The Medical clinics of North America
4476,The Medical journal of Australia
4477,The Medical letter on drugs and therapeutics
4478,The Milbank quarterly
4479,The National medical journal of India
4480,The Netherlands journal of medicine
4481,"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry"
4482,The New England journal of medicine
4483,The New Zealand medical journal
4484,The New bioethics : a multidisciplinary journal of biotechnology and the body
4485,The New phytologist
4486,The Nurse practitioner
4487,The Nursing clinics of North America
4488,The Onderstepoort journal of veterinary research
4489,The Orthopedic clinics of North America
4490,The Pan African medical journal
4491,The Pediatric infectious disease journal
4492,The Physician and sportsmedicine
4493,The Plant cell
4494,The Plant journal : for cell and molecular biology
4495,The Proceedings of the Nutrition Society
4496,The Prostate
4497,The Psychiatric clinics of North America
4498,The Psychiatric quarterly
4499,The Psychoanalytic quarterly
4500,The Review of scientific instruments
4501,The Science of the total environment
4502,The Senior care pharmacist
4503,The South African journal of communication disorders = Die Suid-Afrikaanse tydskrif vir Kommunikasieafwykings
4504,The Spanish journal of psychology
4505,The Surgical clinics of North America
4506,The Thoracic and cardiovascular surgeon
4507,The Tohoku journal of experimental medicine
4508,The Turkish journal of gastroenterology : the official journal of Turkish Society of Gastroenterology
4509,The Turkish journal of pediatrics
4510,The Ulster medical journal
4511,The Urologic clinics of North America
4512,The Veterinary clinics of North America. Equine practice
4513,The Veterinary clinics of North America. Food animal practice
4514,The Veterinary clinics of North America. Small animal practice
4515,The Veterinary record
4516,The Yale journal of biology and medicine
4517,The aging male : the official journal of the International Society for the Study of the Aging Male
4518,The bone & joint journal
4519,The breast journal
4520,The clinical respiratory journal
4521,The clinical teacher
4522,The health care manager
4523,The heart surgery forum
4524,The international journal of behavioral nutrition and physical activity
4525,The international journal of biochemistry & cell biology
4526,The international journal of biostatistics
4527,The international journal of cardiovascular imaging
4528,The international journal of esthetic dentistry
4529,The international journal of lower extremity wounds
4530,The international journal of medical robotics + computer assisted surgery : MRCAS
4531,The international journal of neuropsychopharmacology
4532,The international journal of occupational and environmental medicine
4533,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease
4534,The journal of ECT
4535,The journal of adhesive dentistry
4536,The journal of allergy and clinical immunology. In practice
4537,The journal of applied laboratory medicine
4538,The journal of behavioral health services & research
4539,The journal of evidence-based dental practice
4540,The journal of gene medicine
4541,The journal of hand surgery Asian-Pacific volume
4542,The journal of headache and pain
4543,The journal of histochemistry and cytochemistry : official journal of the Histochemistry Society
4544,The journal of international advanced otology
4545,The journal of investigative dermatology. Symposium proceedings
4546,The journal of knee surgery
4547,"The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians"
4548,The journal of medical investigation : JMI
4549,The journal of mental health policy and economics
4550,The journal of nursing research : JNR
4551,"The journal of nutrition, health & aging"
4552,The journal of obstetrics and gynaecology research
4553,The journal of pain : official journal of the American Pain Society
4554,The journal of pastoral care & counseling : JPCC
4555,The journal of pathology. Clinical research
4556,The journal of physical chemistry letters
4557,The journal of physical chemistry. A
4558,The journal of physical chemistry. B
4559,The journal of physician assistant education : the official journal of the Physician Assistant Education Association
4560,The journal of physiological sciences : JPS
4561,The journal of prevention of Alzheimer's disease
4562,The journal of primary prevention
4563,The journal of sexual medicine
4564,The journal of spinal cord medicine
4565,The journal of the American Academy of Psychiatry and the Law
4566,The journal of the Royal College of Physicians of Edinburgh
4567,The journal of trauma and acute care surgery
4568,The journal of vascular access
4569,"The journals of gerontology. Series A, Biological sciences and medical sciences"
4570,"The journals of gerontology. Series B, Psychological sciences and social sciences"
4571,The lancet. Diabetes & endocrinology
4572,The lancet. Gastroenterology & hepatology
4573,The lancet. HIV
4574,The lancet. Psychiatry
4575,The neurologist
4576,The neuroradiology journal
4577,The new microbiologica
4578,The ocular surface
4579,The oncologist
4580,The patient
4581,The pharmacogenomics journal
4582,The plant genome
4583,The protein journal
4584,"The quarterly journal of nuclear medicine and molecular imaging : official publication of the Italian Association of Nuclear Medicine (AIMN) [and] the International Association of Radiopharmacology (IAR), [and] Section of the Society of..."
